entryDate,id,isbn,author,name,year,publisher,pages,price,remark,status
23/06/15,IT-419,9.78818E+12,Thomas Koshy,Discrete Mathematics with Applications,2005,Academic Press,1045,495,,A
23/06/15,IT-420,9.78813E+12,"Maurice D. Wier
Joel Hass",Thomas's Calculus,"11th Edition
2008",Pearson Education,1228,-,,A
23/06/15,IT-421,8126508272,Erwin Kreyzig,Advanced Engineering Mathematics,"8th Edition
2007",Willey India,1156,-,,A
23/06/15,IT-422,70530475,Kennath H. Rosen,Discrete Mathematics and Its Applications,"5th Edition
2006",Tata MC Graw Hill,787,-,,A
23/06/15,IT-423,8177581201,"Bernanrd Kolman
Robert C. Busby",Discrete Mathematical Structures,2007,Pearson Education,520,195/-,,A
23/06/15,IT-424,9.78007E+12,"Seymour Lipschutz
Marc Lars Lipson",Discrete Mathematics Schaum's Outlines,"3rd Edition
2010",Tata MC Graw Hill,,-,,A
23/06/15,IT-425,195667522,Norman L. Biggs,Discrete Mathematics,"2nd Edition
2003",Oxford University Press,425,275,,A
23/06/15,IT-426,9.78812E+12,V. Sundara Pandian,Probability Statistics and Queueing Theory,2009,PHI India,809,425,,A
23/06/15,IT-427,9.78813E+12,"Anthony Croff
Robert Davison
Martin Hargreaves",Engineering Mathematics,"3rd Edition
2009",Pearson Education,969,-,,A
23/06/15,IT-428,8131201376,John Bird,Higher Engineering Mathematics,"4th Edition
2006",Newnes,704,395/-,,A
23/06/15,IT-429,9.78813E+12,Richard Johnsonbaugh,Discrete Mathematics,"6th Edition
2009",Pearson Education,688,-,,A
23/06/15,IT-430,9.78812E+12,S. S. Sastry,Engineering Mathematics,"4th Edition
Vol.-1
2008",PHI India,676,295/-,,A
23/06/15,IT-431,8125913629,"N Ch SN Iyenger
V. M. Chandrasekaran",Discrete Mathematics,2005,Vikas Publishing,376,195/-,,A
23/06/15,IT-432,9.78007E+12,Kenneth H. Rosen,Discrete Mathematics and Its Applications,"6th Edition
2007",Tata MC Graw Hill,787,-,,A
23/06/15,IT-433,70473765,Seymour Lipschutz Marc Lars Lipson,Discrete Mathematics,2002,Tata MC Graw Hill,404,-,,A
23/06/15,IT-434,9.78813E+12,Williams Stallings,Cryptography and Network Security,"5th Edition
2011",Pearson Education,743,-,,A
23/06/15,IT-435,812033129X,Brijendra Singh,Network Security and Management,2007,PHI India,277,225,,A
23/06/15,IT-436,9.78007E+12,Behrouz A. Forouzan,Cryptography and Network Security,2008,Tata MC Graw Hill,721,-,,A
23/06/15,IT-437,9.78007E+12,"Behrouz A. Forouzan
Debdeep Mukhopadhyay",Cryptography and Network Security,"2nd Edition
2010",Tata MC Graw Hill,702,-,,A
23/06/15,IT-438,8177584251,Matt Bishop,Introduction to Computer Security,2007,Pearson Education,585,-,,A
23/06/15,IT-439,8126503890,"Bruce Schneier
Niels Ferguson",Practical Cryptography,2006,Willey India,410,-,,A
23/06/15,IT-440,8177580116,Williams Stallings,Cryptography and Network Security,"3rd Edition
2007",Pearson Education,686,-,,A
23/06/15,IT-441,9.78007E+12,Atul Kahate,Cryptography and Network Security,"2nd Edition
2009",Tata MC Graw Hill,541,-,,A
23/06/15,IT-442,230332781,P. S. Gill,Cryptography and Network Security,2011,Macmillan,288,285,,A
23/06/15,IT-443,7.8812E+11,Harish Chander,Cybe Lauss and IT Protection,2012,PHI India,267,325/-,,A
23/06/15,IT-444,8120330188,William Feller,Cryptography and Network Security,"4th Edition
2006",PHI India,680,295/-,,A
23/06/15,IT-445,230332781,P. S. Gill,Cryptography and Network Security,2011,Macmillan,288,285,,A
23/06/15,IT-446,9.78126E+12,Atul Kahate,Cryptography and Network Security,2013,Tata MC Graw Hill,501,-,,A
23/06/15,IT-447,70494835,Atul Kahate,Cryptography and Network Security,2006,Tata MC Graw Hill,435,-,,A
23/06/15,IT-448,9.78813E+12,Bruice Schnier,Applied Cryptography,2008,Willey India,758,-,,A
23/06/15,IT-449,9.78818E+12,William Stallings,Cryptography and Network Security,"4th Edition
2009",Pearson Education,680,-,,A
23/06/15,IT-450,70994773,Albert Paul Malvino,Digital Computer Electronics,"2nd Edition
1993",Tata MC Graw Hill,337,-,,A
24/06/15,IT-451,8185749604,"Dr. B. R. Gupta
V. Singhal",Digital Electonics,2005,S. K. Kataria and Sons,490,165,,A
24/06/15,IT-452,9.78813E+12,"Sanjay Silakari
Rajesh K. Shukla",Basic Computer Engineering,"2nd Edition
2013",Willey India,452,-,,A
24/06/15,IT-453,8183550223,,GATE 2016 Computer Science,2005,G. K. Publications,,520,,A
24/06/15,IT-454,,,GATE '99 Computer Science and Engineering,1999,Brilliant Tutorials,,-,,A
24/06/15,IT-455,8126508302,Phillip A. Laplante,Real Time System Design and Analysis,"3rd Edition
2008",Willey India,504,-,,A
24/06/15,IT-456,74637126,Alexis Leon,Enterprise Resourse Planning,2004,Tata MC Graw Hill,308,-,,A
24/06/15,IT-457,74634828,R. K. Taxali,PC Software for Windows Made Simple,2000,Tata MC Graw Hill,678,-,,A
24/06/15,IT-458,70593566,Timothy  J. Willams,MCQ's Computer Science,"2nd Edition
2006",Tata MC Graw Hill,334,-,,A
24/06/15,IT-459,812241267X,B. Ram,Computer Fundamentals,"3rd Edition
2005",New Age International,,-,,A
24/06/15,IT-460,9.78813E+12,Dr. Kumar Saurabh,Cloud Computing,"2nd Edition
2012",Willey India,219,-,,A
24/06/15,IT-461,9.78813E+12,"Sanjay Siakari
Rajesh K. Shukla",Basic Computer Engineering ,"2nd Edition
2013",Willey India,452,-,,A
24/06/15,IT-462,9971511541,Resnick Halliday Krane,Physics,"4th Edition
Vol.-1",Willey India,592,-,,A
24/06/15,IT-463,9.78813E+12,Lamba V. K.,Neuro Fuzzy Systems,2008,Universities Science Press,158,100,,A
24/06/15,IT-464,,"Sujata Pandey
Manoj Pandey",VLSI Design,2004,Dhanpat Rai Publications,,140,,A
24/06/15,IT-465,9.7007E+11,E. Balagurusamy,Fundamentals of Computers,2010,Tata MC Graw Hill,476,-,,A
24/06/15,IT-466,195656326,Betty Kirkpatrick,The Concise Oxford : The Saurcy,2003,Oxford University Press,,-,,A
24/06/15,IT-467,201095289,John J. Craig,Introduction to Robotics,1989,Addison Wesley,450,-,,A
24/06/15,IT-468,9.78067E+12,N. R. Narayanmurthy,"A. Better India
A Better World",2009,,290,499,,A
24/06/15,IT-469,140200053,H. G. Wells,A Short history of The World,,,,-,,A
24/06/15,IT-470,8122202071,Martin Gardner,Classic Brain Teasers,,,94,35,,A
24/06/15,IT-471,,Mohanlal,Reader's Digest,,,,-,,A
24/06/15,IT-472,,WIPRO,Mission 10X,-,-,-,-,,A
24/06/15,IT-473,,WIPRO,Mission 10X,-,-,-,-,,A
24/06/15,IT-474,,,The Basic Computer,-,-,-,-,,A
24/06/15,IT-475,9.78007E+12,"Asoke K. Talakder
Hasan Ahmed",Mobile Computing,"2nd Edition
2014",Tata MC Graw Hill,627,-,,A
24/06/15,IT-476,9.78938E+11,"Larry L. Peterson
Bruce S. Davie",Computer Networks,"5th Edition
2011",Morgan Kaufmann,884,-,,A
24/06/15,IT-477,9.78126E+12,Achyut Godbole,Demystifying Computers,2013,Tata MC Graw Hill,-,-,,A
24/06/15,IT-478,9.78007E+12,V. Raghavan,Principles of Compiler Design,2014,Tata MC Graw Hill,581,-,,A
24/06/15,IT-479,9.78933E+12,Abhiram G. Ranade,An Introduction to Programming Through C++,2014,Tata MC Graw Hill,470,-,,A
24/06/15,IT-480,9.78007E+12,Anthony T. Velte,Cloud Computing,2015,Tata MC Graw Hill,334,-,,A
24/06/15,IT-481,,,Applied Cryptography,-,CRC Press,780,-,,A
